loan_id,pool_id,risk_score,risk_classification
LN-0049341,POOL-03,15.5,LOW
LN-0049342,POOL-03,15.1,LOW
LN-0049343,POOL-05,20.6,LOW
LN-0049344,POOL-02,18.6,LOW
LN-0049345,POOL-07,22.3,LOW
LN-0049346,POOL-10,10.8,LOW
LN-0049347,POOL-06,11.8,LOW
LN-0049348,POOL-05,15.5,LOW
LN-0049349,POOL-03,33.7,MODERATE
LN-0049350,POOL-07,22.1,LOW
LN-0049351,POOL-07,20.2,LOW
LN-0049352,POOL-10,19.3,LOW
LN-0049353,POOL-04,11.3,LOW
LN-0049354,POOL-02,18.7,LOW
LN-0049355,POOL-04,10.5,LOW
LN-0049356,POOL-01,12.9,LOW
LN-0049357,POOL-08,20.0,LOW
LN-0049358,POOL-04,11.3,LOW
LN-0049359,POOL-05,23.0,LOW
LN-0049360,POOL-10,15.4,LOW
LN-0049361,POOL-01,11.6,LOW
LN-0049362,POOL-01,17.8,LOW
LN-0049363,POOL-08,19.4,LOW
LN-0049364,POOL-08,18.3,LOW
LN-0049365,POOL-10,19.0,LOW
LN-0049366,POOL-02,18.9,LOW
LN-0049367,POOL-06,13.6,LOW
LN-0049368,POOL-02,34.6,MODERATE
LN-0049369,POOL-03,24.0,LOW
LN-0049370,POOL-01,16.1,LOW
LN-0049371,POOL-10,59.3,HIGH
LN-0049372,POOL-06,11.2,LOW
LN-0049373,POOL-04,19.8,LOW
LN-0049374,POOL-05,58.6,HIGH
LN-0049375,POOL-05,29.4,LOW
LN-0049376,POOL-01,18.5,LOW
LN-0049377,POOL-07,20.6,LOW
LN-0049378,POOL-07,35.8,MODERATE
LN-0049379,POOL-04,11.9,LOW
LN-0049380,POOL-05,22.7,LOW
LN-0049381,POOL-02,17.7,LOW
LN-0049382,POOL-03,18.2,LOW
LN-0049383,POOL-03,13.7,LOW
LN-0049384,POOL-06,12.5,LOW
LN-0049385,POOL-05,18.8,LOW
LN-0049386,POOL-02,15.8,LOW
LN-0049387,POOL-01,13.9,LOW
LN-0049388,POOL-08,18.5,LOW
LN-0049389,POOL-05,10.5,LOW
LN-0049390,POOL-08,26.2,LOW
LN-0049391,POOL-09,14.2,LOW
LN-0049392,POOL-01,13.3,LOW
LN-0049393,POOL-10,23.4,LOW
LN-0049394,POOL-03,19.3,LOW
LN-0049395,POOL-07,20.3,LOW
LN-0049396,POOL-06,14.1,LOW
LN-0049397,POOL-03,48.1,MODERATE
LN-0049398,POOL-02,15.7,LOW
LN-0049399,POOL-02,12.8,LOW
LN-0049400,POOL-09,20.2,LOW
LN-0049401,POOL-02,18.7,LOW
LN-0049402,POOL-03,25.3,LOW
LN-0049403,POOL-03,15.8,LOW
LN-0049404,POOL-10,19.1,LOW
LN-0049405,POOL-04,11.2,LOW
LN-0049406,POOL-02,21.8,LOW
LN-0049407,POOL-04,54.5,HIGH
LN-0049408,POOL-07,24.4,LOW
LN-0049409,POOL-03,16.6,LOW
LN-0049410,POOL-05,31.8,MODERATE
LN-0049411,POOL-09,23.1,LOW
LN-0049412,POOL-05,23.9,LOW
LN-0049413,POOL-02,62.7,HIGH
LN-0049414,POOL-07,18.1,LOW
LN-0049415,POOL-02,18.1,LOW
LN-0049416,POOL-09,11.4,LOW
LN-0049417,POOL-03,25.3,LOW
LN-0049418,POOL-10,13.5,LOW
LN-0049419,POOL-05,21.0,LOW
LN-0049420,POOL-09,11.4,LOW
LN-0049421,POOL-04,24.8,LOW
LN-0049422,POOL-02,22.6,LOW
LN-0049423,POOL-02,28.8,LOW
LN-0049424,POOL-03,21.9,LOW
LN-0049425,POOL-09,20.7,LOW
LN-0049426,POOL-07,21.6,LOW
LN-0049427,POOL-05,12.6,LOW
LN-0049428,POOL-04,27.9,LOW
LN-0049429,POOL-09,24.0,LOW
LN-0049430,POOL-10,24.9,LOW
LN-0049431,POOL-05,11.9,LOW
LN-0049432,POOL-06,20.2,LOW
LN-0049433,POOL-06,14.6,LOW
LN-0049434,POOL-01,36.9,MODERATE
LN-0049435,POOL-03,11.8,LOW
LN-0049436,POOL-10,14.6,LOW
LN-0049437,POOL-02,73.6,HIGH
LN-0049438,POOL-06,16.3,LOW
LN-0049439,POOL-05,18.8,LOW
LN-0049440,POOL-05,13.4,LOW
LN-0049441,POOL-06,28.2,LOW
LN-0049442,POOL-07,72.2,HIGH
LN-0049443,POOL-10,18.3,LOW
LN-0049444,POOL-06,21.9,LOW
LN-0049445,POOL-02,47.2,MODERATE
LN-0049446,POOL-09,21.3,LOW
LN-0049447,POOL-04,19.6,LOW
LN-0049448,POOL-10,37.5,MODERATE
LN-0049449,POOL-09,16.6,LOW
LN-0049450,POOL-02,58.8,HIGH
LN-0049451,POOL-09,17.7,LOW
LN-0049452,POOL-04,15.3,LOW
LN-0049453,POOL-09,16.2,LOW
LN-0049454,POOL-06,14.4,LOW
LN-0049455,POOL-10,17.1,LOW
LN-0049456,POOL-06,10.9,LOW
LN-0049457,POOL-05,20.9,LOW
LN-0049458,POOL-04,80.0,CRITICAL
LN-0049459,POOL-04,15.5,LOW
LN-0049460,POOL-04,19.0,LOW
LN-0049461,POOL-02,20.4,LOW
LN-0049462,POOL-07,25.2,LOW
LN-0049463,POOL-08,23.1,LOW
LN-0049464,POOL-10,24.1,LOW
LN-0049465,POOL-03,17.1,LOW
LN-0049466,POOL-08,22.1,LOW
LN-0049467,POOL-08,22.2,LOW
LN-0049468,POOL-02,15.5,LOW
LN-0049469,POOL-03,19.2,LOW
LN-0049470,POOL-04,20.8,LOW
LN-0049471,POOL-10,74.7,HIGH
LN-0049472,POOL-02,18.1,LOW
LN-0049473,POOL-02,30.3,MODERATE
LN-0049474,POOL-09,36.3,MODERATE
LN-0049475,POOL-01,19.7,LOW
LN-0049476,POOL-04,38.2,MODERATE
LN-0049477,POOL-09,26.3,LOW
LN-0049478,POOL-02,16.1,LOW
LN-0049479,POOL-06,17.0,LOW
LN-0049480,POOL-09,21.3,LOW
LN-0049481,POOL-06,13.3,LOW
LN-0049482,POOL-06,74.4,HIGH
LN-0049483,POOL-06,19.6,LOW
LN-0049484,POOL-09,23.4,LOW
LN-0049485,POOL-03,72.6,HIGH
LN-0049486,POOL-08,11.7,LOW
LN-0049487,POOL-02,19.5,LOW
LN-0049488,POOL-02,36.4,MODERATE
LN-0049489,POOL-04,28.2,LOW
LN-0049490,POOL-02,38.1,MODERATE
LN-0049491,POOL-03,12.5,LOW
LN-0049492,POOL-10,21.9,LOW
LN-0049493,POOL-01,26.4,LOW
LN-0049494,POOL-09,14.6,LOW
LN-0049495,POOL-10,20.1,LOW
LN-0049496,POOL-10,13.8,LOW
LN-0049497,POOL-02,77.4,CRITICAL
LN-0049498,POOL-05,72.4,HIGH
LN-0049499,POOL-04,11.1,LOW
LN-0049500,POOL-08,21.1,LOW
LN-0049501,POOL-09,8.7,LOW
LN-0049502,POOL-04,49.2,MODERATE
LN-0049503,POOL-03,17.4,LOW
LN-0049504,POOL-09,18.8,LOW
LN-0049505,POOL-02,15.3,LOW
LN-0049506,POOL-01,18.6,LOW
LN-0049507,POOL-02,73.2,HIGH
LN-0049508,POOL-10,29.2,LOW
LN-0049509,POOL-03,14.0,LOW
LN-0049510,POOL-05,72.4,HIGH
LN-0049511,POOL-06,22.9,LOW
LN-0049512,POOL-01,14.8,LOW
LN-0049513,POOL-06,22.7,LOW
LN-0049514,POOL-04,20.6,LOW
LN-0049515,POOL-05,17.9,LOW
LN-0049516,POOL-04,21.3,LOW
LN-0049517,POOL-05,74.4,HIGH
LN-0049518,POOL-03,21.8,LOW
LN-0049519,POOL-08,17.0,LOW
LN-0049520,POOL-01,19.7,LOW
LN-0049521,POOL-09,21.4,LOW
LN-0049522,POOL-06,20.2,LOW
LN-0049523,POOL-06,15.9,LOW
LN-0049524,POOL-01,24.3,LOW
LN-0049525,POOL-03,16.3,LOW
LN-0049526,POOL-03,15.0,LOW
LN-0049527,POOL-09,21.3,LOW
LN-0049528,POOL-07,20.2,LOW
LN-0049529,POOL-07,21.1,LOW
LN-0049530,POOL-05,82.6,CRITICAL
LN-0049531,POOL-04,19.1,LOW
LN-0049532,POOL-02,20.0,LOW
LN-0049533,POOL-01,22.9,LOW
LN-0049534,POOL-07,30.8,MODERATE
LN-0049535,POOL-02,10.7,LOW
LN-0049536,POOL-07,24.2,LOW
LN-0049537,POOL-10,20.1,LOW
LN-0049538,POOL-10,20.3,LOW
LN-0049539,POOL-02,23.3,LOW
LN-0049540,POOL-03,17.2,LOW
LN-0049541,POOL-06,20.7,LOW
LN-0049542,POOL-01,26.8,LOW
LN-0049543,POOL-02,28.7,LOW
LN-0049544,POOL-06,11.6,LOW
LN-0049545,POOL-09,18.0,LOW
LN-0049546,POOL-02,27.6,LOW
LN-0049547,POOL-05,35.2,MODERATE
LN-0049548,POOL-08,21.8,LOW
LN-0049549,POOL-03,23.3,LOW
LN-0049550,POOL-10,11.4,LOW
LN-0049551,POOL-10,21.0,LOW
LN-0049552,POOL-04,25.8,LOW
LN-0049553,POOL-10,19.4,LOW
LN-0049554,POOL-03,16.2,LOW
LN-0049555,POOL-03,65.9,HIGH
LN-0049556,POOL-07,14.0,LOW
LN-0049557,POOL-01,21.1,LOW
LN-0049558,POOL-02,18.0,LOW
LN-0049559,POOL-08,27.4,LOW
LN-0049560,POOL-06,16.8,LOW
LN-0049561,POOL-07,19.9,LOW
LN-0049562,POOL-02,19.4,LOW
LN-0049563,POOL-08,19.5,LOW
LN-0049564,POOL-02,17.5,LOW
LN-0049565,POOL-06,15.4,LOW
LN-0049566,POOL-06,13.4,LOW
LN-0049567,POOL-02,19.7,LOW
LN-0049568,POOL-04,22.8,LOW
LN-0049569,POOL-06,18.4,LOW
LN-0049570,POOL-08,71.6,HIGH
LN-0049571,POOL-09,18.9,LOW
LN-0049572,POOL-09,16.4,LOW
LN-0049573,POOL-03,21.1,LOW
LN-0049574,POOL-01,19.5,LOW
LN-0049575,POOL-05,39.3,MODERATE
LN-0049576,POOL-09,70.2,HIGH
LN-0049577,POOL-02,52.1,HIGH
LN-0049578,POOL-04,71.0,HIGH
LN-0049579,POOL-02,12.6,LOW
LN-0049580,POOL-05,17.4,LOW
LN-0049581,POOL-04,24.6,LOW
LN-0049582,POOL-01,24.5,LOW
LN-0049583,POOL-01,20.4,LOW
LN-0049584,POOL-01,22.6,LOW
LN-0049585,POOL-04,20.1,LOW
LN-0049586,POOL-06,14.8,LOW
LN-0049587,POOL-09,18.5,LOW
LN-0049588,POOL-02,27.1,LOW
LN-0049589,POOL-05,16.1,LOW
LN-0049590,POOL-09,13.0,LOW
LN-0049591,POOL-07,22.3,LOW
LN-0049592,POOL-02,11.4,LOW
LN-0049593,POOL-09,14.3,LOW
LN-0049594,POOL-03,14.9,LOW
LN-0049595,POOL-07,18.4,LOW
LN-0049596,POOL-04,19.3,LOW
LN-0049597,POOL-07,16.9,LOW
LN-0049598,POOL-09,83.8,CRITICAL
LN-0049599,POOL-07,34.5,MODERATE
LN-0049600,POOL-03,29.7,LOW
LN-0049601,POOL-04,18.4,LOW
LN-0049602,POOL-01,11.7,LOW
LN-0049603,POOL-07,10.4,LOW
LN-0049604,POOL-08,26.4,LOW
LN-0049605,POOL-01,13.3,LOW
LN-0049606,POOL-06,14.0,LOW
LN-0049607,POOL-04,23.3,LOW
LN-0049608,POOL-09,27.2,LOW
LN-0049609,POOL-08,20.6,LOW
LN-0049610,POOL-04,22.2,LOW
LN-0049611,POOL-03,37.9,MODERATE
LN-0049612,POOL-07,32.8,MODERATE
LN-0049613,POOL-01,27.9,LOW
LN-0049614,POOL-09,23.3,LOW
LN-0049615,POOL-05,11.9,LOW
LN-0049616,POOL-09,12.8,LOW
LN-0049617,POOL-09,25.0,LOW
LN-0049618,POOL-07,11.6,LOW
LN-0049619,POOL-05,26.5,LOW
LN-0049620,POOL-03,20.0,LOW
LN-0049621,POOL-07,17.1,LOW
LN-0049622,POOL-01,24.7,LOW
LN-0049623,POOL-10,15.6,LOW
LN-0049624,POOL-10,70.2,HIGH
LN-0049625,POOL-07,23.7,LOW
LN-0049626,POOL-10,22.2,LOW
LN-0049627,POOL-09,64.1,HIGH
LN-0049628,POOL-10,18.6,LOW
LN-0049629,POOL-03,20.6,LOW
LN-0049630,POOL-08,19.8,LOW
LN-0049631,POOL-03,22.1,LOW
LN-0049632,POOL-03,17.9,LOW
LN-0049633,POOL-09,16.8,LOW
LN-0049634,POOL-08,13.1,LOW
LN-0049635,POOL-10,22.2,LOW
LN-0049636,POOL-04,23.6,LOW
LN-0049637,POOL-10,19.3,LOW
LN-0049638,POOL-04,13.9,LOW
LN-0049639,POOL-09,18.8,LOW
LN-0049640,POOL-01,23.6,LOW
LN-0049641,POOL-10,29.1,LOW
LN-0049642,POOL-10,12.4,LOW
LN-0049643,POOL-02,20.5,LOW
LN-0049644,POOL-05,21.7,LOW
LN-0049645,POOL-08,18.9,LOW
LN-0049646,POOL-05,22.4,LOW
LN-0049647,POOL-10,18.6,LOW
LN-0049648,POOL-01,16.5,LOW
LN-0049649,POOL-10,26.5,LOW
LN-0049650,POOL-01,21.4,LOW
LN-0049651,POOL-10,23.1,LOW
LN-0049652,POOL-10,68.0,HIGH
LN-0049653,POOL-08,58.1,HIGH
LN-0049654,POOL-02,19.9,LOW
LN-0049655,POOL-06,24.0,LOW
LN-0049656,POOL-06,39.2,MODERATE
LN-0049657,POOL-06,12.9,LOW
LN-0049658,POOL-03,13.6,LOW
LN-0049659,POOL-06,21.3,LOW
LN-0049660,POOL-03,25.1,LOW
LN-0049661,POOL-04,13.4,LOW
LN-0049662,POOL-06,16.7,LOW
LN-0049663,POOL-02,14.3,LOW
LN-0049664,POOL-05,19.6,LOW
LN-0049665,POOL-03,19.9,LOW
LN-0049666,POOL-06,26.0,LOW
LN-0049667,POOL-05,21.2,LOW
LN-0049668,POOL-01,18.5,LOW
LN-0049669,POOL-07,16.9,LOW
LN-0049670,POOL-10,25.5,LOW
LN-0049671,POOL-07,10.9,LOW
LN-0049672,POOL-06,24.6,LOW
LN-0049673,POOL-02,21.8,LOW
LN-0049674,POOL-02,29.6,LOW
LN-0049675,POOL-05,12.9,LOW
LN-0049676,POOL-01,17.9,LOW
LN-0049677,POOL-09,18.4,LOW
LN-0049678,POOL-08,25.4,LOW
LN-0049679,POOL-06,16.7,LOW
LN-0049680,POOL-10,13.2,LOW
LN-0049681,POOL-08,19.9,LOW
LN-0049682,POOL-07,19.2,LOW
LN-0049683,POOL-06,15.2,LOW
LN-0049684,POOL-02,18.9,LOW
LN-0049685,POOL-08,20.6,LOW
LN-0049686,POOL-04,33.1,MODERATE
LN-0049687,POOL-06,15.5,LOW
LN-0049688,POOL-10,13.5,LOW
LN-0049689,POOL-08,10.9,LOW
LN-0049690,POOL-04,12.0,LOW
LN-0049691,POOL-05,30.5,MODERATE
LN-0049692,POOL-05,20.1,LOW
LN-0049693,POOL-04,19.2,LOW
LN-0049694,POOL-09,19.6,LOW
LN-0049695,POOL-08,25.7,LOW
LN-0049696,POOL-10,10.2,LOW
LN-0049697,POOL-10,13.6,LOW
LN-0049698,POOL-05,19.6,LOW
LN-0049699,POOL-10,18.3,LOW
LN-0049700,POOL-04,19.2,LOW
LN-0049701,POOL-04,33.2,MODERATE
LN-0049702,POOL-06,11.1,LOW
LN-0049703,POOL-03,75.0,CRITICAL
LN-0049704,POOL-01,20.6,LOW
LN-0049705,POOL-05,16.9,LOW
LN-0049706,POOL-09,23.7,LOW
LN-0049707,POOL-01,34.7,MODERATE
LN-0049708,POOL-07,13.1,LOW
LN-0049709,POOL-01,74.4,HIGH
LN-0049710,POOL-01,26.4,LOW
LN-0049711,POOL-09,24.9,LOW
LN-0049712,POOL-05,19.8,LOW
LN-0049713,POOL-09,21.5,LOW
LN-0049714,POOL-04,66.4,HIGH
LN-0049715,POOL-04,29.1,LOW
LN-0049716,POOL-05,25.6,LOW
LN-0049717,POOL-09,16.1,LOW
LN-0049718,POOL-01,12.3,LOW
LN-0049719,POOL-03,22.1,LOW
LN-0049720,POOL-09,21.6,LOW
LN-0049721,POOL-03,11.8,LOW
LN-0049722,POOL-01,23.4,LOW
LN-0049723,POOL-04,22.8,LOW
LN-0049724,POOL-02,17.4,LOW
LN-0049725,POOL-07,35.8,MODERATE
LN-0049726,POOL-10,25.1,LOW
LN-0049727,POOL-07,71.9,HIGH
LN-0049728,POOL-04,30.7,MODERATE
LN-0049729,POOL-06,20.6,LOW
LN-0049730,POOL-06,20.0,LOW
LN-0049731,POOL-01,21.3,LOW
LN-0049732,POOL-08,19.6,LOW
LN-0049733,POOL-07,21.3,LOW
LN-0049734,POOL-03,21.9,LOW
LN-0049735,POOL-05,19.2,LOW
LN-0049736,POOL-08,24.8,LOW
LN-0049737,POOL-03,10.8,LOW
LN-0049738,POOL-09,19.3,LOW
LN-0049739,POOL-07,73.8,HIGH
LN-0049740,POOL-02,21.6,LOW
LN-0049741,POOL-02,23.8,LOW
LN-0049742,POOL-08,13.6,LOW
LN-0049743,POOL-08,13.0,LOW
LN-0049744,POOL-05,71.9,HIGH
LN-0049745,POOL-05,21.5,LOW
LN-0049746,POOL-10,21.6,LOW
LN-0049747,POOL-03,16.1,LOW
LN-0049748,POOL-04,13.4,LOW
LN-0049749,POOL-09,10.4,LOW
LN-0049750,POOL-09,13.9,LOW
LN-0049751,POOL-04,22.9,LOW
LN-0049752,POOL-07,20.6,LOW
LN-0049753,POOL-01,16.9,LOW
LN-0049754,POOL-10,19.9,LOW
LN-0049755,POOL-09,19.6,LOW
LN-0049756,POOL-08,18.7,LOW
LN-0049757,POOL-09,13.0,LOW
LN-0049758,POOL-04,15.8,LOW
LN-0049759,POOL-09,17.4,LOW
LN-0049760,POOL-07,21.2,LOW
LN-0049761,POOL-01,22.3,LOW
LN-0049762,POOL-04,26.5,LOW
LN-0049763,POOL-03,18.6,LOW
LN-0049764,POOL-09,32.8,MODERATE
LN-0049765,POOL-02,18.5,LOW
LN-0049766,POOL-01,21.7,LOW
LN-0049767,POOL-09,19.9,LOW
LN-0049768,POOL-03,9.7,LOW
LN-0049769,POOL-03,23.6,LOW
LN-0049770,POOL-01,23.4,LOW
LN-0049771,POOL-02,16.8,LOW
LN-0049772,POOL-07,83.4,CRITICAL
LN-0049773,POOL-04,11.8,LOW
LN-0049774,POOL-02,20.5,LOW
LN-0049775,POOL-01,23.6,LOW
LN-0049776,POOL-04,31.3,MODERATE
LN-0049777,POOL-09,13.5,LOW
LN-0049778,POOL-09,20.3,LOW
LN-0049779,POOL-08,17.3,LOW
LN-0049780,POOL-06,11.8,LOW
LN-0049781,POOL-08,20.1,LOW
LN-0049782,POOL-06,20.7,LOW
LN-0049783,POOL-05,20.7,LOW
LN-0049784,POOL-02,19.7,LOW
LN-0049785,POOL-10,10.3,LOW
LN-0049786,POOL-02,63.5,HIGH
LN-0049787,POOL-06,11.1,LOW
LN-0049788,POOL-10,14.8,LOW
LN-0049789,POOL-10,11.4,LOW
LN-0049790,POOL-01,45.0,MODERATE
LN-0049791,POOL-05,11.7,LOW
LN-0049792,POOL-08,19.0,LOW
LN-0049793,POOL-04,66.8,HIGH
LN-0049794,POOL-10,20.6,LOW
LN-0049795,POOL-06,10.2,LOW
LN-0049796,POOL-07,59.2,HIGH
LN-0049797,POOL-04,12.5,LOW
LN-0049798,POOL-04,38.5,MODERATE
LN-0049799,POOL-04,25.3,LOW
LN-0049800,POOL-03,23.9,LOW
LN-0049801,POOL-03,13.9,LOW
LN-0049802,POOL-02,19.8,LOW
LN-0049803,POOL-02,19.8,LOW
LN-0049804,POOL-10,19.3,LOW
LN-0049805,POOL-04,29.4,LOW
LN-0049806,POOL-02,22.5,LOW
LN-0049807,POOL-07,17.5,LOW
LN-0049808,POOL-02,20.2,LOW
LN-0049809,POOL-02,18.3,LOW
LN-0049810,POOL-01,33.9,MODERATE
LN-0049811,POOL-09,15.9,LOW
LN-0049812,POOL-09,25.2,LOW
LN-0049813,POOL-05,11.6,LOW
LN-0049814,POOL-07,24.2,LOW
LN-0049815,POOL-03,16.0,LOW
LN-0049816,POOL-04,24.0,LOW
LN-0049817,POOL-02,18.9,LOW
LN-0049818,POOL-04,17.9,LOW
LN-0049819,POOL-07,66.3,HIGH
LN-0049820,POOL-07,12.6,LOW
LN-0049821,POOL-01,31.9,MODERATE
LN-0049822,POOL-01,12.8,LOW
LN-0049823,POOL-06,18.4,LOW
LN-0049824,POOL-06,25.0,LOW
LN-0049825,POOL-05,25.4,LOW
LN-0049826,POOL-03,16.3,LOW
LN-0049827,POOL-04,19.1,LOW
LN-0049828,POOL-10,20.3,LOW
LN-0049829,POOL-08,8.6,LOW
LN-0049830,POOL-07,24.1,LOW
LN-0049831,POOL-04,12.0,LOW
LN-0049832,POOL-01,12.0,LOW
LN-0049833,POOL-10,18.6,LOW
LN-0049834,POOL-02,23.0,LOW
LN-0049835,POOL-02,25.0,LOW
LN-0049836,POOL-01,19.5,LOW
LN-0049837,POOL-01,17.9,LOW
LN-0049838,POOL-10,24.4,LOW
LN-0049839,POOL-07,32.7,MODERATE
LN-0049840,POOL-06,13.9,LOW
LN-0049841,POOL-06,76.8,CRITICAL
LN-0049842,POOL-03,23.0,LOW
LN-0049843,POOL-06,10.5,LOW
LN-0049844,POOL-03,17.7,LOW
LN-0049845,POOL-08,20.0,LOW
LN-0049846,POOL-01,14.7,LOW
LN-0049847,POOL-10,20.8,LOW
LN-0049848,POOL-06,25.9,LOW
LN-0049849,POOL-05,15.8,LOW
LN-0049850,POOL-05,14.2,LOW
LN-0049851,POOL-02,13.0,LOW
LN-0049852,POOL-04,78.1,CRITICAL
LN-0049853,POOL-08,36.1,MODERATE
LN-0049854,POOL-03,14.0,LOW
LN-0049855,POOL-08,13.1,LOW
LN-0049856,POOL-09,12.6,LOW
LN-0049857,POOL-09,71.0,HIGH
LN-0049858,POOL-04,12.8,LOW
LN-0049859,POOL-09,18.4,LOW
LN-0049860,POOL-06,14.2,LOW
LN-0049861,POOL-09,17.6,LOW
LN-0049862,POOL-06,21.3,LOW
LN-0049863,POOL-06,16.4,LOW
LN-0049864,POOL-09,20.8,LOW
LN-0049865,POOL-04,20.4,LOW
LN-0049866,POOL-01,27.5,LOW
LN-0049867,POOL-06,18.0,LOW
LN-0049868,POOL-02,21.8,LOW
LN-0049869,POOL-03,17.5,LOW
LN-0049870,POOL-05,26.0,LOW
LN-0049871,POOL-07,22.3,LOW
LN-0049872,POOL-09,10.3,LOW
LN-0049873,POOL-04,52.6,HIGH
LN-0049874,POOL-08,21.1,LOW
LN-0049875,POOL-09,13.7,LOW
LN-0049876,POOL-06,17.6,LOW
LN-0049877,POOL-08,11.5,LOW
LN-0049878,POOL-05,14.7,LOW
LN-0049879,POOL-01,28.1,LOW
LN-0049880,POOL-01,12.2,LOW
LN-0049881,POOL-04,25.6,LOW
LN-0049882,POOL-06,16.7,LOW
LN-0049883,POOL-08,27.8,LOW
LN-0049884,POOL-01,21.2,LOW
LN-0049885,POOL-08,16.2,LOW
LN-0049886,POOL-10,27.8,LOW
LN-0049887,POOL-05,18.9,LOW
LN-0049888,POOL-01,11.3,LOW
LN-0049889,POOL-02,21.0,LOW
LN-0049890,POOL-08,11.9,LOW
LN-0049891,POOL-08,37.0,MODERATE
LN-0049892,POOL-05,49.1,MODERATE
LN-0049893,POOL-01,19.8,LOW
LN-0049894,POOL-07,16.1,LOW
LN-0049895,POOL-02,20.1,LOW
LN-0049896,POOL-04,47.1,MODERATE
LN-0049897,POOL-02,22.2,LOW
LN-0049898,POOL-03,18.3,LOW
LN-0049899,POOL-04,16.6,LOW
LN-0049900,POOL-04,19.0,LOW
LN-0049901,POOL-01,27.1,LOW
LN-0049902,POOL-08,69.9,HIGH
LN-0049903,POOL-01,12.3,LOW
LN-0049904,POOL-01,57.9,HIGH
LN-0049905,POOL-05,22.3,LOW
LN-0049906,POOL-07,13.9,LOW
LN-0049907,POOL-05,13.1,LOW
LN-0049908,POOL-06,13.7,LOW
LN-0049909,POOL-02,15.2,LOW
LN-0049910,POOL-06,21.7,LOW
LN-0049911,POOL-04,19.0,LOW
LN-0049912,POOL-10,26.5,LOW
LN-0049913,POOL-07,12.4,LOW
LN-0049914,POOL-01,70.7,HIGH
LN-0049915,POOL-08,20.7,LOW
LN-0049916,POOL-09,29.2,LOW
LN-0049917,POOL-04,18.8,LOW
LN-0049918,POOL-09,21.1,LOW
LN-0049919,POOL-07,12.9,LOW
LN-0049920,POOL-02,14.9,LOW
LN-0049921,POOL-09,16.1,LOW
LN-0049922,POOL-02,17.9,LOW
LN-0049923,POOL-09,18.7,LOW
LN-0049924,POOL-01,26.6,LOW
LN-0049925,POOL-07,27.8,LOW
LN-0049926,POOL-07,22.8,LOW
LN-0049927,POOL-02,11.3,LOW
LN-0049928,POOL-06,20.2,LOW
LN-0049929,POOL-10,69.3,HIGH
LN-0049930,POOL-09,21.2,LOW
LN-0049931,POOL-05,23.3,LOW
LN-0049932,POOL-03,19.2,LOW
LN-0049933,POOL-08,63.4,HIGH
LN-0049934,POOL-05,16.6,LOW
LN-0049935,POOL-06,15.5,LOW
LN-0049936,POOL-08,13.4,LOW
LN-0049937,POOL-03,12.1,LOW
LN-0049938,POOL-08,16.1,LOW
LN-0049939,POOL-04,9.6,LOW
LN-0049940,POOL-01,18.0,LOW
LN-0049941,POOL-02,25.7,LOW
LN-0049942,POOL-03,19.9,LOW
LN-0049943,POOL-02,18.1,LOW
LN-0049944,POOL-09,64.6,HIGH
LN-0049945,POOL-09,18.1,LOW
LN-0049946,POOL-02,20.5,LOW
LN-0049947,POOL-08,14.5,LOW
LN-0049948,POOL-06,18.8,LOW
LN-0049949,POOL-07,18.7,LOW
LN-0049950,POOL-08,45.5,MODERATE
LN-0049951,POOL-03,20.7,LOW
LN-0049952,POOL-10,30.3,MODERATE
LN-0049953,POOL-03,24.4,LOW
LN-0049954,POOL-01,15.9,LOW
LN-0049955,POOL-06,20.9,LOW
LN-0049956,POOL-02,19.1,LOW
LN-0049957,POOL-03,19.2,LOW
LN-0049958,POOL-03,15.9,LOW
LN-0049959,POOL-06,39.5,MODERATE
LN-0049960,POOL-10,20.9,LOW
LN-0049961,POOL-04,31.1,MODERATE
LN-0049962,POOL-10,12.6,LOW
LN-0049963,POOL-05,23.7,LOW
LN-0049964,POOL-03,25.7,LOW
LN-0049965,POOL-07,18.2,LOW
LN-0049966,POOL-02,21.5,LOW
LN-0049967,POOL-07,16.3,LOW
LN-0049968,POOL-07,28.1,LOW
LN-0049969,POOL-03,23.1,LOW
LN-0049970,POOL-03,13.0,LOW
LN-0049971,POOL-07,15.0,LOW
LN-0049972,POOL-02,12.2,LOW
LN-0049973,POOL-04,24.0,LOW
LN-0049974,POOL-09,20.1,LOW
LN-0049975,POOL-03,20.2,LOW
LN-0049976,POOL-10,16.2,LOW
LN-0049977,POOL-03,11.7,LOW
LN-0049978,POOL-02,70.8,HIGH
LN-0049979,POOL-06,20.1,LOW
LN-0049980,POOL-06,29.7,LOW
LN-0049981,POOL-09,69.4,HIGH
LN-0049982,POOL-08,11.4,LOW
LN-0049983,POOL-10,25.9,LOW
LN-0049984,POOL-04,17.3,LOW
LN-0049985,POOL-03,29.1,LOW
LN-0049986,POOL-04,20.0,LOW
LN-0049987,POOL-05,15.4,LOW
LN-0049988,POOL-01,31.2,MODERATE
LN-0049989,POOL-07,69.5,HIGH
LN-0049990,POOL-01,83.8,CRITICAL
LN-0049991,POOL-08,16.5,LOW
LN-0049992,POOL-02,9.5,LOW
LN-0049993,POOL-02,12.6,LOW
LN-0049994,POOL-02,17.9,LOW
LN-0049995,POOL-10,44.2,MODERATE
LN-0049996,POOL-03,23.7,LOW
LN-0049997,POOL-09,17.5,LOW
LN-0049998,POOL-09,18.1,LOW
